smiles,dipm,gap,lumo,combined
c1ccccc1, 0.0, 4.932061586103, -6.0204, 5.351038413897
N, 1.785, 12.228120772583, 1.7224, -7.902820772583
C=CC=CC=C=O, 1.233, 2.580752951283, -7.3307, 9.5637
N=S, 1.389, 0.109527472947, -9.7311, 11.344027472947
N, 1.786, 12.228310428805, 1.7224, -7.902010428805001
C#N, 2.622, 5.950175829519, -6.2916, 7.2261241704809995
C=CC=CC=C=S, 1.357, 1.613543303831, -8.1916, 10.5486
Clc1ccccc1, 1.823, 4.35381717343, -6.5172, 8.24908282657
O=C=CC=CC=CF, 2.201, 2.6109611437, -7.5492, 10.7502
O=S, 1.829, 5.0099e-08, -10.1309, 12.074300050099001
Cc1ccccc1F, 1.973, 4.559988502967, -6.3726, 8.048311497033
P#P, 0.0, 2.493155678259, -7.9878, 8.9878
I, 2.477, 6.431506012591, -5.1037, 5.411893987409
N#Cc1ccccc1-c1ccccc1, 3.969, 3.396536572647, -7.4681, 12.303263427352999
N=S, 1.389, 0.109527751069, -9.7311, 11.344027751069
CSOI, 3.921, 1.621343023903, -9.1311, 14.0521
C=CC=CC=C=O, 1.232, 2.580968064718, -7.3305, 9.5625
N=S, 1.389, 0.10952812778, -9.7311, 11.34402812778
c1ccccc1, 0.001, 4.932041852179, -6.0204, 5.352058147821
Br, 2.556, 7.056715870363, -4.5869, 4.348884129637
Fc1ccccc1, 2.187, 4.647679412032, -6.5446, 8.346620587968
S=C=CC=CC=Cc1ccccc1, 1.309, 1.459692282877, -8.2012, 10.510200000000001
O=O, 0.0, 3.26e-10, -12.0513, 12.165700000326
FP, 2.061, 5.628869450776, -5.9813, 6.676130549223999
C=CC=CC=C=NCl, 1.974, 2.348504426215, -7.7094, 10.683399999999999
C, 0.0, 17.372432009839, 4.6516, -17.761332009839002
C#N, 2.622, 5.950164643584, -6.2916, 7.226135356415999
O, 2.218, 14.400086183605, 2.2527, -10.172086183605
C=CC=CC=C=O, 1.234, 2.58072971201, -7.3309, 9.5649
ClI, 2.715, 3.050778323478, -8.5633, 12.2783
S=C=CC=CC=Cc1ccccc1C=CC=CCl, 1.266, 1.467915501313, -8.2585, 10.5245
C#P, 0.972, 3.95132059516, -6.8674, 8.15077940484
FP, 2.061, 5.62889740688, -5.9813, 6.6761025931199995
Brc1ccccc1-c1ccccc1, 3.354, 3.782879958974, -6.9066, 10.740420041025999
O=O, 0.0, 2.53e-10, -12.0513, 12.165700000252999
CC=CC=CC=C=S, 2.276, 1.54642039275, -8.0794, 11.3554
Fc1cccc2c(Cc3ccccc3)cccc12, 2.461, 3.138817826453, -7.2225, 10.6835
c1ccccc1, 0.001, 4.932071276157, -6.0204, 5.352028723843
N=O, 1.78, 0.779555513317, -9.9993, 12.673255513316999
Brc1ccccc1, 3.566, 4.119366253333, -6.7788, 10.488133746667
C#P, 0.972, 3.951320368473, -6.8674, 8.150779631527
Ic1ccccc1, 3.682, 4.142572690202, -6.7381, 10.540227309798
FS, 1.942, 2.968601831628, -7.8041, 10.7461
FS, 1.942, 2.968529367138, -7.8042, 10.7462
Brc1ccccc1, 3.566, 4.119352986041, -6.7789, 10.488247013959
c1ccccc1, 0.0, 4.932059270042, -6.0204, 5.351040729958
c1ccccc1, 0.0, 4.932037397098, -6.0204, 5.351062602902
O=C=CC=CC=Cc1cccc2ccccc12, 1.086, 2.058693966628, -7.5599, 9.645900000000001
FBr, 0.517, 2.680273172138, -10.0096, 11.5266
SI, 2.808, 2.662297560616, -8.1638, 11.9718
c1ccc(-c2ccccc2)cc1, 0.002, 3.849826147394, -6.6104, 7.025273852606
P=P, 1.731, 2.085307879686, -8.4592, 11.190199999999999
P#P, 0.0, 2.493155667119, -7.9878, 8.9878
C=CC=CC=C=CC=CC=CSF, 2.163, 2.438602564122, -7.337, 10.5
C=CC=CC=C=PI, 5.078, 2.395099100293, -8.2151, 14.293099999999999
S=CBr, 1.712, 1.535921236226, -9.3356, 12.0476
Fc1ccccc1, 2.187, 4.647672399702, -6.5446, 8.346627600298
c1ccccc1, 0.0, 4.931822605148, -6.0205, 5.351377394852
OF, 2.383, 6.831217135235, -6.3111, 6.125582864765
IC1=CC=CCOC1, 3.858, 3.381327374074, -7.4891, 12.228472625925999
C=S, 2.206, 1.239723200114, -8.8654, 12.071399999999999
C=CC=CC=C=O, 1.233, 2.581023837986, -7.3306, 9.5636
N, 1.785, 12.227448263918, 1.7222, -7.901948263917999
Clc1ccccc1, 1.823, 4.353866273544, -6.5171, 8.248933726456
O=O, 0.0, 2.78e-10, -12.0513, 12.165700000278
OP, 0.559, 5.669199944182, -5.3886, 4.541100055818
c1ccccc1, 0.001, 4.931800447794, -6.0205, 5.352399552206
CCl, 2.04, 7.012613104248, -4.2824, 3.5724868957519993
Clc1ccccc1, 1.823, 4.353853934263, -6.5171, 8.248946065737
II, 0.0, 2.731780658857, -8.8364, 9.8364
Fc1ccccc1, 2.187, 4.647676154091, -6.5446, 8.346623845908999
NOCBr, 3.528, 4.927156236749, -6.2277, 9.091243763250999
O=C=CC=CC=CO, 0.877, 2.413794575165, -7.2109, 9.0879
C=CC=CC=C=CC=C1C=CCC=C1, 1.631, 2.411586158428, -7.081, 9.712
O, 2.218, 14.400093681396, 2.2527, -10.172093681396
C=O, 2.335, 3.620230658582, -7.9139, 10.891369341417999
P#P, 0.0, 2.493155683033, -7.9878, 8.9878
NCl, 1.694, 4.725963196509, -6.0756, 7.306336803490999
Fc1ccccc1, 2.187, 4.64766275766, -6.5446, 8.34663724234
ClPBr, 4.576, 4.276898878388, -7.3674, 11.929201121612
S=CC=Cc1ccccc1, 5.112, 0.80678340743, -8.7693, 14.80248340743
C=O, 2.335, 3.620190497682, -7.9139, 10.891409502318
Clc1ccccc1, 1.823, 4.353851604428, -6.5171, 8.248948395572
C#CCl, 0.208, 6.439741002001, -4.7287, 2.759658997999
c1ccc(-c2ccccc2)cc1, 0.001, 3.859207918241, -6.604, 7.008492081759
C, 0.0, 17.372301205124, 4.6515, -17.761101205124
C=CC=CC=C=O, 1.233, 2.58061009244, -7.3307, 9.5637
O=C=CC=CC=Cc1ccccc1-c1ccccc1-c1ccccc1, 1.246, 2.352563064223, -7.3208, 9.5668
NF, 2.597, 7.690388841534, -3.6991, 2.8684111584659995
NCl, 1.694, 4.725786091038, -6.0758, 7.306713908962
F, 2.535, 16.506614079961, 3.1008, -12.809714079961001
PCl, 1.285, 4.991416247809, -6.2984, 6.854683752191
FP, 2.061, 5.628878091845, -5.9813, 6.676121908154999
C=CC=CC=C=S, 1.358, 1.613455509129, -8.1922, 10.5502
Pc1ccccc1Br, 3.032, 3.863445731757, -7.1861, 10.617354268243
ClNc1ccccc1, 1.136, 3.548606592423, -6.5596, 8.409693407576999
ICI, 3.145, 3.892564237977, -7.681, 11.196135762023
C=CC=CC=C=PBr, 5.219, 2.434807454518, -8.2517, 14.4707
O=P, 2.056, 2.172729302623, -8.8837, 11.939699999999998
C=CC=CC=C(P)C=CC=CC1=C=C=CC=C1Br, 1.675, 1.617004591445, -8.2882, 10.9632
O=S, 1.829, 7.5814e-08, -10.1309, 12.074300075814001
ClCl, 0.0, 3.369772696745, -8.6238, 9.516727303255
Clc1ccccc1, 1.823, 4.3538651574, -6.5171, 8.2489348426
OBr, 2.21, 3.299049230926, -8.2494, 11.423050769073999
Fc1ccccc1, 2.187, 4.647654388002, -6.5446, 8.346645611998
FCl, 1.864, 3.864131836065, -8.9457, 11.208268163935
PCl, 1.285, 4.99212901118, -6.2978, 6.853370988819999
C=CC=CC=CC(Br)=CC=CC=C, 3.327, 1.676353654503, -8.2135, 12.5405
Brc1ccccc1-c1ccccc1, 3.354, 3.777826350466, -6.9103, 10.749173649534
C=CC=CC=C=S, 1.358, 1.613649633333, -8.1923, 10.5503
S, 1.967, 5.216672287659, -5.4563, 6.469327712341
Sc1ccccc1PCl, 3.333, 3.242524448161, -7.1239, 11.456900000000001
C=C=CC=CCC(C)=CC=CC=C, 1.224, 2.696409859717, -7.0237, 9.2477
N#P, 1.895, 3.221396845245, -7.9779, 10.8729
N#N, 0.0, 4.129588237308, -8.1534, 8.286511762692
C=CC=CC=C=N, 1.791, 2.694846025438, -6.8286, 9.6196
N, 1.786, 12.228357225338, 1.7224, -7.902057225338
ClC=CC=CC=C=NCI, 3.886, 2.373612534516, -7.7086, 12.5946
S=C=CC=CC=Cc1ccccc1, 1.31, 1.46040480175, -8.2008, 10.5108
Fc1ccccc1-c1ccccc1, 1.926, 3.783980595126, -6.8781, 9.282819404874
Clc1ccccc1-c1ccccc1, 1.622, 3.842732744939, -6.7747, 8.816667255060999
I, 2.477, 6.431506024398, -5.1037, 5.411893975602
S=S, 0.0, 1.1532e-07, -10.2514, 10.36580011532
Brc1ccccc1, 3.566, 4.119350010628, -6.7789, 10.488249989372001
CC=CC=CC=O, 4.546, 2.528509769383, -8.1306, 13.6766
N, 1.785, 12.228011142893, 1.7223, -7.902611142892999
C#N, 2.622, 5.950163273708, -6.2916, 7.226136726291999
IPI, 3.585, 3.732895702773, -7.9474, 12.062204297227
PI, 4.048, 4.138941698425, -7.2367, 11.408458301575
SNBr, 1.739, 2.526287927167, -8.3435, 11.0825
FCI, 3.177, 4.562868601553, -7.0777, 9.954531398447
II, 0.0, 2.731780658823, -8.8364, 9.8364
N=Pc1ccccc1Br, 4.783, 2.453830900001, -8.1026, 13.8856
FI, 0.886, 2.795067982615, -9.4188, 11.3048
C=CC=CC=C=O, 1.228, 2.580225006773, -7.3306, 9.558599999999998
PBr, 4.222, 4.376267577733, -7.1912, 11.299632422267
C=S, 2.206, 1.239425694284, -8.8658, 12.0718
Brc1ccccc1, 3.566, 4.119366260409, -6.7788, 10.488133739591
ClI, 2.715, 3.050778323514, -8.5633, 12.2783
CCl, 2.04, 7.012753029428, -4.2823, 3.5722469705720004
I, 2.477, 6.431506024407, -5.1037, 5.411893975592999
S=C=CC=CC=CCl, 1.6, 1.590173472242, -8.3671, 10.9671
ClPCl, 0.972, 4.731873935417, -6.6503, 7.153126064582999
O, 2.218, 14.400145109061, 2.2528, -10.172245109061002
NBr, 2.82, 3.655338036991, -7.199, 10.626361963009
OF, 2.383, 6.831395737222, -6.3109, 6.1252042627779995
P, 1.263, 5.959511432699, -5.4771, 5.0432885673009995
Clc1ccccc1, 1.823, 4.353827137716, -6.5172, 8.249072862283999
P=S, 2.143, 0.877271596322, -9.4107, 12.545371596322
POc1ccccc1Br, 3.681, 3.852055314643, -6.8875, 10.979144685357
SBr, 2.964, 2.65165266533, -8.2898, 12.2538
Ic1ccccc1, 3.682, 4.142571601741, -6.7381, 10.540228398259
Clc1ccccc1, 1.823, 4.353885579957, -6.5171, 8.248914420043
C=S, 2.206, 1.239999136034, -8.8653, 12.071299999999999
OPc1ccccc1I, 3.132, 3.604687912449, -7.0612, 10.851212087551
Brc1ccccc1-c1ccccc1, 3.354, 3.780075447642, -6.9087, 10.745324552358
FS, 1.942, 2.968604942968, -7.8041, 10.7461
Fc1ccccc1, 2.187, 4.647665495469, -6.5446, 8.346634504531
C=CC=CC=C=CC=CC=C=C=NI, 6.519, 1.708556921556, -8.4315, 15.9505
PCl, 1.284, 4.991870807158, -6.2981, 6.852929192842
C=CC=CC=C=O, 1.234, 2.580988552784, -7.3308, 9.5648
FBr, 0.517, 2.680273169996, -10.0096, 11.5266
PCl, 1.284, 4.995510912811, -6.2956, 6.846789087189
I, 2.477, 6.431506012569, -5.1037, 5.411893987431
Cc1ccccc1, 0.536, 4.710611856852, -5.8985, 5.9865881431479995
PBr, 4.222, 4.376060683648, -7.1914, 11.300039316351999
c1ccccc1, 0.0, 4.932058633616, -6.0204, 5.351041366384
BrCc1ccccc1, 3.924, 4.048916937494, -6.9267, 11.064483062506
C=CC=CC=C=O, 1.224, 2.581613534229, -7.3287, 9.552700000000002
S=C=CC=CC=Cc1ccccc1, 1.311, 1.460382387722, -8.2007, 10.5117
FCl, 1.864, 3.864131832063, -8.9457, 11.208268167937
PBr, 4.225, 4.381057115184, -7.1873, 11.293942884815998
Fc1ccccc1, 2.187, 4.647670318029, -6.5446, 8.346629681970999
O=C=CC=CC=Cc1ccccc1-c1ccccc1, 1.26, 2.354288088046, -7.3289, 9.588899999999999
ClC=CC=CC=C=NI, 2.196, 1.932833869482, -8.3216, 11.5176
C=NC=CC=CC=CC=CC=C(Cl)C=CC=CC=C=POBr, 2.827, 0.890454915415, -8.9602, 12.7872
ClPc1ccccc1, 2.003, 3.879654217268, -6.8068, 9.192845782732
S=C=CC=CC=CS, 0.316, 1.438776480103, -8.2381, 9.5541
P#P, 0.0, 2.493155688098, -7.9878, 8.9878
Ic1ccccc1N=C=CC=CC=CCC=C=CC=CC=CC=CC=CCSc1ccccc1, 0.809, 1.876372178602, -7.476, 9.285
OBr, 2.209, 3.298848483177, -8.2498, 11.422651516823
O=S, 1.829, 1.46019e-07, -10.1309, 12.074300146019
S=CBr, 1.712, 1.535527007672, -9.3359, 12.0479
O=C=CC=CC=CC=CC=CCSc1ccccc1, 2.13, 1.868619524422, -7.7222, 10.8522
CSF, 2.803, 2.891802917156, -7.2357, 11.038699999999999
O=C=CC=CC=Cc1ccccc1, 1.143, 2.352669259476, -7.3609, 9.5039
C=CC=CSC, 2.214, 2.893501215339, -6.7519, 9.9659
FP, 2.061, 5.628875636774, -5.9813, 6.676124363226
Clc1ccccc1, 1.823, 4.353823391691, -6.5172, 8.249076608309
c1ccccc1, 0.0, 4.932052627225, -6.0204, 5.3510473727750005
S=CC=CC=CBr, 2.588, 0.665158160756, -9.2369, 12.604458160756
FS, 1.942, 2.968605310815, -7.8041, 10.7461
C=CC=CC=C=C(F)Cl, 3.81, 2.760851028842, -7.9978, 12.8078
Ic1ccccc1, 3.682, 4.14256917219, -6.7381, 10.54023082781
NC(=CC=CC=CO)OF, 10.328, 0.643405547038, -9.4178, 20.503605547038
Ic1ccccc1, 3.682, 4.142556056293, -6.7381, 10.540243943706999
N#N, 0.0, 4.129588237465, -8.1534, 8.286511762535
ISI, 2.194, 2.127419978392, -8.8022, 11.996199999999998
P, 1.263, 5.959805361628, -5.4766, 5.042494638372
C=CC=CC=C=O, 1.233, 2.580919177645, -7.3307, 9.5637
CC=CC=CC=C=CC=CC=C=CF, 3.164, 2.525844333569, -7.3599, 11.5239
ClBr, 3.815, 3.041200917144, -8.8602, 13.6752
COCC=CC=C=S, 2.597, 1.758753957665, -8.1361, 11.7331
I, 2.477, 6.431506024398, -5.1037, 5.411893975602
OF, 2.383, 6.831169210258, -6.3112, 6.125730789742
c1ccccc1, 0.001, 4.932072364791, -6.0204, 5.352027635209001
F, 2.535, 16.506614077302, 3.1008, -12.809714077302
ClCl, 0.0, 3.369772696622, -8.6238, 9.516727303378
Br, 2.556, 7.056715870396, -4.5869, 4.3488841296039995
N#P, 1.895, 3.221396842485, -7.9779, 10.8729
C=CC=CC=C=O, 1.234, 2.580835552488, -7.331, 9.565000000000001
O=S, 1.829, 2.087e-08, -10.1309, 12.07430002087
c1ccccc1, 0.0, 4.932069516772, -6.0204, 5.3510304832280005
O=S, 1.829, 9.6317e-08, -10.1309, 12.074300096317
Nc1ccccc1I, 3.495, 3.737280733359, -6.3856, 10.406019266641
O=S, 1.829, 2.9574e-08, -10.1309, 12.074300029574001
C=O, 2.335, 3.620505205937, -7.9135, 10.890694794063
C=CC=CC=C=PCl, 2.416, 2.512413653864, -7.8824, 11.298399999999999
Pc1ccccc1Br, 3.032, 3.86352134857, -7.1861, 10.617278651429999
Sc1ccccc1-c1ccccc1-c1ccccc1Br, 2.997, 3.368621160606, -6.771, 10.662078839393999
Ic1ccccc1, 3.682, 4.142565801146, -6.7381, 10.540234198854
FCl, 1.864, 3.864131832543, -8.9457, 11.208268167457
CC=NS, 1.596, 3.562870464764, -6.6598, 8.955629535236
N=PC=CC=CC=C=Nc1ccccc1SOI, -10000, -10000, -10000, -10000
OF, 2.383, 6.831019389211, -6.3114, 6.126080610789
C=CC=CC=C=NC=CC=CC=C=CC=CC=CC=C=O, 2.81, 1.694940744839, -7.5956, 11.4056
POc1ccccc1I, 3.77, 3.891271330547, -6.8403, 10.981728669452998
Fc1ccccc1, 2.187, 4.64768226372, -6.5446, 8.346617736279999
C=CC=CC=C=O, 1.233, 2.580863214716, -7.3309, 9.5639
Oc1ccccc1, 1.513, 4.351834681262, -6.0765, 7.500365318738
FNN=NI, 3.751, 2.596485440454, -8.4665, 13.2175
CI, 3.691, 4.814498069659, -6.2959, 9.435101930340998
SI, 2.808, 2.662385466612, -8.1637, 11.9717
Brc1ccccc1, 3.566, 4.119372742587, -6.7788, 10.488127257413
Clc1ccccc1, 1.823, 4.353856370049, -6.5171, 8.248943629951
FCl, 1.864, 3.864131832359, -8.9457, 11.208268167641
S=C=CC=CC=CS, 0.303, 1.439587781245, -8.237, 9.54
C=C=CC=CC=CC, 0.203, 2.815886021949, -6.8445, 8.0475
N#P, 1.895, 3.22139684255, -7.9779, 10.8729
C=O, 2.336, 3.619649441917, -7.9147, 10.893750558083
OF, 2.383, 6.831348767237, -6.311, 6.125351232762999
P#P, 0.0, 2.493155669506, -7.9878, 8.9878
Clc1ccccc1, 1.823, 4.35381906798, -6.5172, 8.24908093202
C=CC=CC=C=PCC=CC=Cc1ccccc1F, 3.005, 2.218755321929, -7.6523, 11.6573
P=S, 2.143, 0.875945434941, -9.4115, 12.544845434941
C=CC=CC=C=S, 1.356, 1.613869433486, -8.1915, 10.5475
Fc1ccccc1, 2.187, 4.647669517986, -6.5446, 8.346630482014
c1ccc(-c2ccccc2)cc1, 0.001, 3.85311289125, -6.6082, 7.01878710875
COc1ccccc1Br, 4.8, 3.849787712202, -6.6865, 11.899412287798
C=CC=CC=C=O, 1.233, 2.581029149212, -7.3306, 9.5636
ClBr, 3.815, 3.041200915939, -8.8602, 13.6752
C=CC=CC=C=S, 1.355, 1.613444114395, -8.1915, 10.5465
N=O, 1.78, 0.779557734811, -9.9993, 12.673257734811
IOc1ccccc1-c1ccccc1-c1ccccc1, 2.227, 2.31589801802, -8.0968, 11.3238
FP=S, 1.478, 1.442046898263, -9.5887, 12.066699999999999
OI, 2.139, 3.303951989699, -7.9391, 11.036848010301
O=S, 1.829, 1.09006e-07, -10.1309, 12.074300109006
NBr, 2.822, 3.656423266824, -7.1968, 10.625076733176
N#P, 1.895, 3.221396842942, -7.9779, 10.8729
C=S, 2.206, 1.239733203006, -8.8655, 12.0715
Sc1ccccc1Cl, 2.003, 3.563609368589, -6.7365, 9.438590631411
CBr, 3.735, 5.273286467437, -5.8766, 8.601013532563
C=CC=Cc1cccc(C#P)c1C=C, 1.795, 2.646623482317, -7.4935, 10.288499999999999
PBr, 4.225, 4.381135499898, -7.1873, 11.293864500102
P=S, 2.143, 0.875365539802, -9.4119, 12.544665539801999
P#P, 0.0, 2.493155667915, -7.9878, 8.9878
Clc1ccccc1, 1.823, 4.353831274204, -6.5171, 8.248968725795999
C, 0.0, 17.372294382446, 4.6515, -17.761094382446004
C=CC=CC=C=S, 1.355, 1.614131706111, -8.191, 10.546000000000001
C=CC=CC=C=NOC=CC=CC=C=O, 2.04, 2.422165570013, -7.2947, 10.3347
CF, 2.257, 14.291166763761, 1.8139, -9.585366763761
N#P, 1.895, 3.221396842576, -7.9779, 10.8729
P#P, 0.0, 2.493155667119, -7.9878, 8.9878
N#P, 1.895, 3.221396845427, -7.9779, 10.8729
C=CC=CC=C=O, 1.234, 2.58082052549, -7.3309, 9.5649
C=S, 2.206, 1.239680177019, -8.8655, 12.0715
S, 1.967, 5.216674288756, -5.4563, 6.469325711244
C=CC=CC=C=O, 1.233, 2.581203758331, -7.3303, 9.5633
ClCc1ccccc1, 2.158, 4.511529017947, -6.5453, 8.454470982053
Ic1ccccc1-c1ccccc1, 3.526, 4.096822345343, -6.6582, 10.350077654657
C=CC=CC=C=O, 1.228, 2.580242818503, -7.3305, 9.558499999999999
Clc1ccccc1, 1.823, 4.353835090707, -6.5171, 8.248964909292999
I, 2.477, 6.431506012537, -5.1037, 5.411893987462999
OCl, 1.567, 4.446680479934, -7.259, 8.642019520066
O=CBr, -10000, -10000, -10000, -10000
Brc1ccccc1, 3.566, 4.119357570272, -6.7788, 10.488142429728
C=PCl, 1.29, 3.129687055868, -7.7159, 10.0059
II, 0.0, 2.731780659036, -8.8364, 9.8364
CI, 3.691, 4.815042272622, -6.2952, 9.433857727378001
NF, 2.597, 7.690171218416, -3.6994, 2.868928781583999
O=S, 1.829, 1.4084e-07, -10.1309, 12.07430014084
c1ccccc1, 0.001, 4.931990993602, -6.0204, 5.352109006398001
Clc1ccccc1, 1.821, 4.354124292146, -6.516, 8.245575707854
N#CCl, 3.234, 6.288530423043, -6.4196, 7.627769576956999
FP, 2.061, 5.628878119382, -5.9813, 6.676121880618
FP, 2.061, 5.628883333172, -5.9813, 6.676116666827999
P#P, 0.0, 2.493155681442, -7.9878, 8.9878
C=CC=CC=C=O, 1.233, 2.580944135788, -7.3308, 9.5638
ClBr, 3.815, 3.041200916716, -8.8602, 13.6752
NF, 2.597, 7.690460311945, -3.699, 2.868239688054999
OCl, 1.567, 4.446791604738, -7.2588, 8.641708395261999
Cl, 1.051, 9.166710323635, -2.8332, -1.0198103236349998
c1ccc2ccccc2c1, 0.0, 3.249267855484, -7.0191, 8.0191
Fc1ccccc1-c1ccccc1C=S, 3.622, 1.04150678723, -8.6572, 13.2792
Br, 2.556, 7.056715872295, -4.5869, 4.348884127704999
C=CC=CC=C1CC=CC=C(O)C1, 1.391, 2.534004026965, -7.016, 9.407
C=CC=CC=C=S, 1.355, 1.613603235641, -8.1915, 10.5465
CI, 3.691, 4.814740823996, -6.2955, 9.434459176004
OI, 2.139, 3.303950179299, -7.9391, 11.036849820700999
CC(O)C=CC=CC=C=S, 2.68, 1.580898079683, -8.1714, 11.8514
Fc1ccccc1, 2.187, 4.647645964158, -6.5447, 8.346754035841998
P, 1.263, 5.959587621637, -5.4767, 5.042812378363
Cc1ccccc1F, 1.976, 4.559599522932, -6.3734, 8.052500477068
N=S, 1.389, 0.109527765622, -9.7311, 11.344027765622
P, 1.263, 5.95985786501, -5.4765, 5.042342134989999
N, 1.785, 12.228098542189, 1.7224, -7.902798542189
P=S, 2.143, 0.876742886652, -9.4113, 12.545442886652001
Fc1ccccc1, 2.187, 4.647677840151, -6.5446, 8.346622159849
C=CC=CC=C=S, 1.357, 1.613647148925, -8.1918, 10.5488
NCl, 1.694, 4.725917480574, -6.0757, 7.306482519426
C=CC=CC(C)=CC=CN, 3.655, 2.035887423269, -6.9669, 11.6219
C=O, 2.335, 3.620347115596, -7.9137, 10.891052884404
Brc1ccccc1, 3.566, 4.119348716424, -6.7789, 10.488251283576
Clc1ccccc1, 1.823, 4.353829891, -6.5172, 8.249070109
N#P, 1.895, 3.221396842598, -7.9779, 10.8729
Clc1ccccc1, 1.823, 4.353825874869, -6.5172, 8.249074125131
Brc1ccccc1, 3.566, 4.119370459552, -6.7788, 10.488129540448
C=CC=CC=C=O, 1.232, 2.580904179273, -7.3306, 9.5626
N#N, 0.0, 4.129588237358, -8.1534, 8.286511762642
SI, 2.808, 2.662274171004, -8.1639, 11.9719
CSC=CC=CC=C=S, 3.675, 1.328718473897, -8.1015, 12.776499999999999
FI, 0.886, 2.795067982862, -9.4188, 11.3048
Oc1ccccc1F, 1.091, 4.302481905247, -6.4899, 7.541118094752999
N=O, 1.78, 0.779555880292, -9.9993, 12.673255880292
N=O, 1.78, 0.779556455159, -9.9993, 12.673256455158999
FF, 0.0, 4.587545304057, -10.4751, 10.150254695943
